MSSubClass,Utilities,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinType2,BsmtFinSF2,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtHalfBath,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageQual,GarageCond,PavedDrive,MiscVal,EnclosedPorch,SalePrice
30,AllPub,OldTown,Norm,Norm,1Fam,1Story,7,VinylSd,VinylSd,TA,TA,BrkTil,Fa,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,Fa,Fa,N,450,0,100000
20,AllPub,OldTown,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,ALQ,BLQ,169,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,115000
50,AllPub,IDOTRR,Artery,Norm,1Fam,1.5Fin,7,CemntBd,CmentBd,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasW,TA,N,FuseF,0,0,1,Fa,Typ,NA,NA,NA,NA,N,0,144,115000
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,Plywood,Plywood,TA,TA,CBlock,Gd,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,190000
50,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,4,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,Fa,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,136900
80,AllPub,Gilbert,Norm,Norm,1Fam,SLvl,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,BuiltIn,TA,TA,Y,0,0,180000
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,383970
20,AllPub,Crawfor,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,Gd,CBlock,Gd,TA,ALQ,Rec,869,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,Gd,Basment,TA,TA,Y,0,192,217000
70,AllPub,Crawfor,Norm,Norm,1Fam,2Story,8,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,ALQ,LwQ,150,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Detchd,TA,TA,Y,0,0,259500
160,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,5,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Fa,Detchd,TA,TA,Y,0,0,176000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,LwQ,BLQ,670,GasA,TA,Y,SBrkr,0,1,1,TA,Typ,Po,Attchd,TA,TA,Y,0,144,139000
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,155000
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,Plywood,Plywood,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,320000
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,163990
80,AllPub,ClearCr,Norm,Norm,1Fam,SLvl,5,Plywood,Plywood,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,180000
50,AllPub,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,AsbShng,AsbShng,TA,TA,PConc,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,P,0,140,100000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,BLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,136000
120,AllPub,SawyerW,Norm,Norm,TwnhsE,1Story,5,Plywood,Plywood,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,153900
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,Gd,CBlock,Gd,Fa,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,181000
190,AllPub,IDOTRR,Norm,Norm,2fmCon,1.5Fin,8,Wd Sdng,Wd Sdng,TA,Fa,CBlock,TA,TA,GLQ,Unf,0,GasA,Gd,N,SBrkr,234,0,1,TA,Typ,NA,NA,NA,NA,N,0,0,84500
120,AllPub,NPkVill,Norm,Norm,TwnhsE,1Story,5,Plywood,Plywood,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,128000
45,AllPub,OldTown,Feedr,Norm,1Fam,1.5Unf,7,WdShing,Wd Sdng,TA,Gd,BrkTil,TA,TA,LwQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,NA,NA,NA,N,0,0,87000
60,AllPub,NAmes,PosN,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Fa,Attchd,TA,TA,Y,0,0,155000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,Plywood,Plywood,TA,TA,CBlock,TA,TA,Rec,BLQ,28,GasA,TA,Y,FuseA,0,1,1,Ex,Typ,NA,2Types,TA,TA,Y,0,0,150000
60,AllPub,NAmes,Norm,Norm,1Fam,2Story,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,226000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,BuiltIn,TA,TA,Y,0,0,244000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,150750
20,AllPub,Timber,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,220000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,6,Plywood,Plywood,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Min1,TA,Attchd,TA,TA,Y,0,180,180000
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,Plywood,Plywood,TA,TA,PConc,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,174000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Fa,Attchd,TA,TA,Y,0,0,143000
90,AllPub,Mitchel,Norm,Norm,Duplex,1Story,5,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,2,TA,Typ,NA,2Types,TA,TA,Y,0,0,171000
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,230000
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,231500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Po,NA,NA,NA,Y,0,0,115000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,260000
50,AllPub,NAmes,Artery,Norm,1Fam,1.5Fin,4,BrkFace,Wd Sdng,TA,Fa,CBlock,TA,TA,Rec,Unf,0,GasA,Fa,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,166000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,204000
90,AllPub,Sawyer,RRAe,Norm,Duplex,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,NA,Detchd,TA,TA,Y,0,0,125000
160,AllPub,Edwards,Norm,Norm,Twnhs,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Maj1,NA,Detchd,TA,TA,Y,0,0,130000
30,AllPub,BrkSide,Norm,Norm,1Fam,1Story,7,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,BLQ,Unf,0,GasA,TA,Y,FuseA,0,0,1,TA,Typ,NA,Detchd,Fa,TA,Y,0,0,105000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,BuiltIn,TA,TA,Y,0,0,222500
20,AllPub,SawyerW,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,NA,NA,NA,Y,0,0,141000
50,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,4,MetalSd,MetalSd,TA,TA,BrkTil,Gd,TA,Unf,Unf,0,GasA,Gd,Y,FuseA,0,0,1,TA,Typ,NA,Detchd,Fa,TA,Y,0,0,115000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,6,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,122000
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,372402
60,AllPub,NWAmes,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,190000
20,AllPub,ClearCr,Norm,Norm,1Fam,1Story,7,BrkFace,Plywood,TA,TA,CBlock,Gd,TA,BLQ,ALQ,1080,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,235000
30,AllPub,OldTown,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,TA,Y,FuseA,0,0,1,TA,Typ,NA,Detchd,Fa,Fa,Y,0,228,125000
50,AllPub,Edwards,Artery,Norm,1Fam,1.5Fin,5,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,Unf,0,Grav,Fa,N,FuseF,0,0,1,TA,Typ,NA,NA,NA,NA,N,0,128,79000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,Wd Sdng,Wd Sdng,TA,TA,CBlock,NA,NA,NA,NA,0,GasA,TA,Y,FuseF,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,109500
60,AllPub,Timber,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,269500
60,AllPub,Somerst,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,254900
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,320000
20,AllPub,Veenker,Norm,Norm,1Fam,1Story,6,Plywood,Plywood,TA,TA,PConc,Gd,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,162500
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,412500
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,220000
45,AllPub,OldTown,Norm,Norm,1Fam,1.5Unf,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,NA,NA,NA,Y,0,0,103200
40,AllPub,OldTown,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,Gd,BrkTil,TA,TA,LwQ,Unf,0,GasA,Gd,Y,FuseA,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,183,152000
190,AllPub,Edwards,Norm,Norm,2fmCon,1.5Fin,7,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,TA,TA,ALQ,Rec,181,GasA,Gd,Y,SBrkr,0,0,2,TA,Typ,NA,NA,NA,NA,Y,0,0,127500
20,AllPub,ClearCr,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,Gd,TA,CBlock,TA,TA,LwQ,BLQ,768,GasA,Ex,Y,FuseA,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,190000
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,325624
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,183500
20,AllPub,Timber,Norm,Norm,1Fam,1Story,6,Plywood,Plywood,Gd,TA,CBlock,Gd,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,228000
50,AllPub,OldTown,Feedr,Norm,1Fam,1.5Fin,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,528,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,128500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,BrkFace,Plywood,TA,TA,CBlock,TA,Gd,BLQ,Unf,0,GasA,Fa,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,P,0,0,215000
160,AllPub,StoneBr,Norm,Norm,TwnhsE,2Story,7,HdBoard,HdBoard,Gd,Gd,PConc,Gd,Gd,GLQ,Rec,215,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,Gd,TA,Y,0,0,239000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,ALQ,Rec,374,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,163000
20,AllPub,Timber,Norm,Norm,1Fam,1Story,5,VinylSd,Plywood,TA,TA,CBlock,Gd,Fa,ALQ,LwQ,208,GasA,TA,Y,SBrkr,0,0,1,TA,Min2,TA,Attchd,TA,TA,Y,0,0,184000
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,7,WdShing,Wd Shng,TA,TA,CBlock,TA,Gd,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,39,243000
60,AllPub,ClearCr,Norm,Norm,1Fam,2Story,5,Plywood,Plywood,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,1,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,211000
50,AllPub,Sawyer,Norm,Norm,1Fam,1.5Fin,5,MetalSd,MetalSd,Gd,Gd,CBlock,TA,TA,ALQ,BLQ,441,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,172500
20,AllPub,StoneBr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,501837
30,AllPub,OldTown,Norm,Norm,1Fam,1Story,6,Wd Sdng,Wd Sdng,Gd,TA,CBlock,TA,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,Fa,TA,N,0,184,100000
160,AllPub,Somerst,Norm,Norm,Twnhs,2Story,5,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Detchd,TA,TA,Y,0,0,177000
70,AllPub,Crawfor,Norm,Norm,1Fam,2Story,6,Stucco,Stucco,TA,TA,BrkTil,Fa,TA,LwQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,Fa,TA,Y,0,40,200100
20,AllPub,Edwards,Artery,Norm,1Fam,1Story,6,Wd Sdng,Wd Sdng,TA,TA,PConc,NA,NA,NA,NA,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,120000
50,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Mod,NA,Detchd,TA,TA,N,0,0,200000
50,AllPub,BrkSide,RRAn,Feedr,1Fam,1.5Fin,8,AsbShng,Plywood,TA,TA,PConc,Fa,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,127000
75,AllPub,OldTown,Artery,Norm,1Fam,2.5Fin,9,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,572,0,1,Ex,Typ,TA,Detchd,Ex,TA,Y,0,0,475000
80,AllPub,Mitchel,Norm,Norm,1Fam,SLvl,5,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,173000
50,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,7,HdBoard,HdBoard,TA,TA,CBlock,Fa,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,144,0,1,TA,Min2,NA,Detchd,Fa,Fa,N,0,0,135000
90,AllPub,SawyerW,Feedr,Norm,Duplex,SFoyer,5,Plywood,Plywood,TA,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,TA,Detchd,TA,TA,Y,0,0,153337
120,AllPub,StoneBr,Norm,Norm,TwnhsE,1Story,5,CemntBd,CmentBd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,286000
70,AllPub,Crawfor,Norm,Norm,1Fam,2Story,8,BrkFace,BrkFace,Gd,TA,CBlock,Gd,Gd,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Maj1,TA,Detchd,TA,TA,Y,0,0,315000
60,AllPub,NAmes,Norm,Norm,1Fam,2Story,9,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,184000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,192000
160,AllPub,Edwards,Norm,Norm,Twnhs,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Maj1,NA,Detchd,TA,TA,Y,0,0,130000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,127000
160,AllPub,NPkVill,Norm,Norm,Twnhs,2Story,6,Plywood,Brk Cmn,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,148500
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,311872
75,AllPub,NAmes,Artery,Norm,1Fam,2Story,4,Stucco,Stucco,Gd,Gd,PConc,TA,TA,GLQ,LwQ,184,GasA,Gd,Y,SBrkr,392,1,1,Gd,Typ,Ex,Detchd,TA,TA,Y,0,552,235000
75,AllPub,OldTown,Norm,Norm,1Fam,2.5Fin,6,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,371,0,1,TA,Typ,NA,NA,NA,NA,Y,0,30,104000
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,274900
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,140000
20,AllPub,Mitchel,Norm,Norm,1Fam,1Story,6,Plywood,Plywood,TA,TA,CBlock,TA,TA,ALQ,LwQ,279,GasA,TA,Y,SBrkr,0,1,1,TA,Typ,Fa,Detchd,TA,TA,Y,0,0,171500
50,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,6,MetalSd,MetalSd,TA,Gd,BrkTil,Fa,TA,LwQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Min1,NA,Attchd,TA,TA,Y,0,126,112000
120,AllPub,CollgCr,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,149000
50,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,7,AsbShng,AsbShng,TA,TA,CBlock,TA,TA,LwQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,110000
20,AllPub,Gilbert,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,180500
20,AllPub,Sawyer,RRAe,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,Gd,CBlock,TA,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Min2,TA,Attchd,TA,TA,Y,0,0,143900
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,ALQ,Rec,306,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Po,Attchd,TA,TA,Y,0,0,141000
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,Plywood,Plywood,Gd,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,277000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,Rec,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,Gd,Y,0,0,145000
30,AllPub,Edwards,Norm,Norm,1Fam,1Story,6,Stucco,Stucco,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,N,FuseA,0,0,1,TA,Typ,NA,NA,NA,NA,Y,0,96,98000
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,186000
60,AllPub,Somerst,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,252678
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,1,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,156000
